time_utc,unrealized,realized,daily
2025-09-23T21:07:37Z,-192.13079936159954,0.0,59.24534451052519
2025-09-23T21:07:38Z,-192.13079936159954,0.0,59.24534451052519
2025-09-23T21:07:38Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:39Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:39Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:40Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:40Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:41Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:41Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:42Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:42Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:43Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:43Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:44Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:44Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:45Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:45Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:46Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:46Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:47Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:47Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:48Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:49Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:49Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:50Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:50Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:51Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:51Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:52Z,-194.50034700054607,0.0,56.875796871578665
2025-09-23T21:07:52Z,-194.50034700054607,0.0,56.875796871578665
